video_id,description
1410,"The boy is holding a baseball and throwing it, but the man next to him manages to catch it."
1410,"A boy wearing a glove in one hand throws a ball, but a man catches it while two ladies are clapping and laughing."
1410,"People are seated, and a child holds the ball, threatening to throw it, and an adult catches the ball."
1410,"A child who has caught a ball throws it, but a man manages to catch it."
1410,A little boy tries to throw a ball when his father catches him.
1410,A young boy at a baseball game attempts to throw a ball back on the field before being stopped by a man sitting next to him.
1410,A person catches the baseball that was thrown by the child while the mother laughs.
1410,"The boy sitting on the woman throws the ball, which was caught by the person sitting nearby."
1410,The kid tried to throw the baseball but failed.
1410,A man and his son play in the stands at a baseball game.
1410,A man grabs a ball out of the grasp of a small child.
1410,"A child tries to throw a baseball, but a man holds her."
1410,"A little boy tries to throw a baseball, but his father stops him."
1410,A boy with a baseball glove in the stands almost throws back a baseball before the man sitting next to him stops it from happening.
1410,"A little boy tries to throw a baseball, but an adult male grabs it from him as he throws it."
1410,"A child is trying to throw a baseball, and the man sitting next to him grabs it."
1410,A man with a woman and a kid in her lap is sitting on black stadium seats with another woman next to her videotaping the kid when he's throwing a baseball.
1410,"A young boy attempts to throw a baseball, but the man next to him takes it out of his hand as he begins to throw."
1410,A man grabs a baseball from a young boy just as the boy attempts to throw it from the bleachers where they are sitting.
1411,"The dog kicks a cat, causing it to fall into a bath filled with water, and the cat then jumps out and leaves."
1411,"A cat was on the edge of a bathtub when a dog kicked it, causing the cat to fall into the bathtub filled with water."
1411,A dog pushes a cat into the bathtub.
1411,"A bigger pet animal pushes a smaller pet into the bathtub, and it immediately jumps out."
1411,An animal pushes another animal into the bathtub.
1411,"A dog pushes a cat into an empty bathtub, and the cat jumps back at the dog."
1411,A cat and a dog wrestle near a bathtub.
1411,"A dog nips at a cat, pushing it into a tub, which causes the cat to jump back out in fear."
1411,A dog pushed a cat into a bathtub.
1411,"A dog playing with a cat pushes it into a bathtub, but the cat quickly jumps out and runs towards the dog."
1411,"A dog knocks a cat into a bathtub, where it quickly jumps out of the water and runs away."
1411,A dog knocks a cat into the bathtub filled with water before it scurries out.
1411,"The dog pushed the cat, and the cat got scared."
1411,A dog swats a cat into a bathtub.
1411,"A dog touches a cat, causing it to fall into a bathtub, and the cat despairs."
1411,A dog is pushing the cat into the bathtub.
1411,A dog sniffs and pushes a cat into the tub filled with water.
1411,"A dog pushes a cat into the water, and the cat comes out of it."
1411,A dog gently pushes a cat into a bathtub filled with water.
1411,A dog pushes a cat off the ledge of a bathtub into the tub.
1412,"A person places a piece of paper on top of a platform that, when closed, generates a fan, and then staples it in the middle."
1412,A person uses a machine to create a fan-like object.
1412,A male wearing a blue shirt illustrates how to use a paper-folding machine while using pink paper.
1412,"A craft device on a table is utilized by flipping a handle onto a pink piece of paper, which creates a ribbon."
1412,A person uses a machine to make a paper flower.
1412,"A person puts a sheet of paper in a machine, and that machine transforms the sheet into a bow-tie-like shape."
1412,A machine to create something akin to ribbons is shown.
1412,A paper is folded using a special machine by a person.
1412,Someone is using a contraption to fold paper into unique shapes.
1412,A worker uses a press to make a pink piece of fabric into a bow.
1412,A man shows how to use a device to fold cloth to look like a fan.
1412,A person uses a paper-folding machine to make decorative paper fans.
1412,A piece of paper is transformed into a folded design using a mechanical device.
1412,A woman uses a machine to make paper accordions.
1412,Paper crafts are being made using a special tool.
1412,Some boys are making fans out of paper.
1412,"A device is used to fold pink paper into a paper fan shape, with a pile of previously folded paper nearby, while someone arranges yellow paper in the background."
1412,The man in the scene is trying to make a flower.
1412,A boy is making decorations using a piece of paper.
1412,A contraption is pressed to fold a pink paper into a bow.
1413,"A man is smoking, and the boy next to him points to the other side, and they both look."
1413,"A man is smoking a cigarette, and a colleague on the side is smiling and pointing to the other side."
1413,"One man is smoking a cigarette, and another is smiling at him."
1413,"One person is smoking, and the other is talking about something."
1413,A man takes a puff from a cigarette while being touched by a friend.
1413,Two friends talk and laugh in a bar.
1413,A man reaches over the man next to him to put out his cigarette.
1413,"Two men are talking to each other, one of them is smoking."
1413,A person smoked and put his cigarette aside while another person is talking.
1413,Two men are debating something at a table in a room.
1413,Two men are talking and smoking in a bar.
1413,"Two men sit next to each other, one is in a blue blazer smoking, the other is wearing a leather jacket."
1413,A man throws his cigarette as another man holds onto his shoulder and points in the other direction.
1413,A man smoking a cigarette throws it across another man who's pointing in the opposite direction.
1413,"Two friends are sitting at the table, one smoking a cigarette."
1413,A man tosses his cigarette as the man sitting next to him acknowledges someone to his other side.
1413,"A movie scene where two men are together, and one has just put out his cigarette."
1413,"A man gives up his cigar, and they both look aside."
1413,"A man smoking puts his cigarette aside, and another is smiling and pointing at something."
1413,Two guys are discussing the third one.
1414,A woman lifted up a dog's tail and it shot poop at her.
1414,"A woman was petting a dog that farted and defecated on her, causing her to make a disgusted face."
1414,A woman lifted the tail of a dog who defecated on her shirt.
1414,"A woman pet a sleeping dog and then lifted up the dog's tail, causing the dog to start and jump back."
1414,"When the woman lifted the dog's tail, she was shocked to see the dog defecate on her."
1414,"A person was massaging an animal and later raised the tail of the animal, causing it to defecate all over the person."
1414,"A woman sat on the floor next to a dog, lifted up the dog's tail, and excrement sprayed out of the dog onto the woman's clothing."
1414,A dog suddenly spread its excrement on a lady's clothes while she lifted its tail.
1414,"A woman was seen touching a dog, but the dog was not pleased, and therefore reacted."
1414,A woman got pooped on when she lifted the tail of a dog.
1414,A dog used the restroom after a woman lifted up its tail.
1414,A woman in a white t-shirt rubbed the side and lifted the tail of a dog lying down and was surprised when the dog defecated loosely on her t-shirt.
1414,"A woman lifted up the tail of a dog, which then exploded shit all over the front of her white sweater."
1414,"A woman petted a dog, looked under its tail, and then it had explosive diarrhea on her."
1414,"A lady was cuddling a dog when, out of the blue, she was spattered by the dog's diarrhea."
1414,A woman petting a dog lifted its tail and got pooped on.
1414,A puppy lying down was petted by a girl who then lifted its tail and it expelled a jet of shit on her chest.
1414,"A lady petted a dog and touched it, but it pooped on her."
1414,A woman lifted her dog's tail and was unexpectedly sprayed with its excrement.
1414,A prone dog covered a woman with projectile defecation.
1415,People are smiling and two women are holding hands and dancing happily.
1415,"A woman is giving her hand to a lady who is dancing with a man in a suit, looking smiling."
1415,A black woman is dancing with an older woman in a fancy house.
1415,An old lady is dancing with a couple in the living room.
1415,A woman is dancing while holding hands with another woman and a man.
1415,"An old woman with a cane is dancing with a younger woman, as a man watches."
1415,Two ladies are dancing with each other while holding hands.
1415,"A woman is dancing with an elderly woman and a man, all smiling."
1415,A black couple is dancing together with an old lady in a living room.
1415,A couple is teaching an older woman how to dance.
1415,An elderly black woman is dancing with the wife of a prominent politician.
1415,An old woman is dancing with the president's wife and the president.
1415,A woman is dancing indoors with an older woman as a man looks on.
1415,A couple is trying to keep an old lady fit by dancing and moving.
1415,An elderly lady is dancing with a couple.
1415,An elderly woman is happily dancing with a young couple.
1415,An elderly woman is dancing together with a very important woman.
1415,A couple is dancing with an elderly woman with a cane.
1415,An American politician and his wife are greeting an elderly woman in their government home.
1415,An elderly lady is dancing with another man and woman.
1416,A dog is lying on the floor with a cat behind him massaging his paws.
1416,A cat is caressing the back of a dog that is lying on the floor.
1416,A small cat is caressing the belly of a lying dog.
1416,The cat climbs up and rubs the back of the sleeping dog.
1416,A big animal is on the ground while the small animal scratches its back.
1416,A small animal is scratching the back of a big animal.
1416,An animal is standing calmly on top of another animal.
1416,A black cat climbs onto a large white dog who is lying down.
1416,A cute animal scene shows a cat grooming the dog's back.
1416,A cat kneads its paws on the back of a dog.
1416,A small cat is trying to lie on the dog.
1416,A black cat is cuddling with a white dog.
1416,A cat is gently scratching a white dog's back.
1416,A cat is scratching the back of a dog.
1416,A small cat is giving a white dog a back massage.
1416,A cat is massaging the dog that is lying down.
1416,A cat is giving back scratches to a dog.
1416,A dark cat mounts a big white dog and scratches its back.
1416,A cat is kneading the fur on the back of a dog.
1416,A cat is scratching a dog's back while the dog is lying down.
1417,A rhino is playing with a cub as they both walk in a straight line.
1417,A gray mother rhino is chasing and playing with her baby in a man-made rhino pen.
1417,A gray-colored rhino is pushing her baby with her nose to go in the direction she wants it to go.
1417,A baby rhinoceros and an adult are waddling along.
1417,A hippopotamus is playing with her cub in the zoo.
1417,A mama rhino is nudging her baby to get it back in line.
1417,"A large rhino is playing with a baby rhino, and then they walk away together."
1417,A baby rhino is gently nudged to walk along by a bigger rhino.
1417,A baby animal and a big animal are playing together.
1417,A mother rhino is playing with her offspring at a zoo.
1417,A large baby animal in a zoo is being chased by a larger animal of the same species.
1417,A baby hippo runs away from its mother hippo in a zoo.
1417,"In a zoo setting, an adult rhinoceros playfully cavorts with a baby rhinoceros."
1417,A mother hippopotamus and her child are playing in the zoo.
1417,A mother rhinoceros is nudging her baby along in a zoo.
1417,"A baby rhino bumps into an adult rhino, and soon the two start walking."
1417,A mother rhino is urging along her offspring in a zoo setting.
1417,A hippopotamus is ushering a younger and smaller hippopotamus to the left by the plants.
1417,A baby rhino is playing with its mother in a zoo.
1417,"A small and big rhinoceros are playing in the sand, then start running in the same direction."
1418,Tiger cubs are around and on top of their mother in the wild.
1418,The central tiger is observed with other diverse cubs around it.
1418,A large animal is lying with its young in a natural place.
1418,A group of cheetahs sit on a rock in the wild.
1418,"On a clear day, a mother leopard sits with her five cubs."
1418,A lion and its 5 cubs are sitting on a hill overlooking a field.
1418,A big animal is sitting while some little animals are all over it.
1418,A big animal is sitting down while other younger animals are on top of it.
1418,A cheetah is surrounded by her cubs on the plain.
1418,A mother animal has her baby animal around her.
1418,Five cheetah cubs crawl all over an adult cheetah.
1418,A group of cubs is playing with their mother.
1418,A family of cheetahs huddles together at the top of a mound of earth.
1418,Leopard babies are wrapped around their mother in a field.
1418,Several cheetah cubs cling to their mother on a small mound in a grassy plain.
1418,A number of cheetahs and their family are in the forest.
1418,Many young cheetahs are playing with the elder one.
1418,A group of cheetah cubs climb all over their mother.
1418,A group of cheetah cubs crawl over their mother.
1418,A tiger is resting with its family of small tigers.
1419,"A man is kneeling on the ground playing with a cobra, putting his mouth inside the snake's mouth."
1419,One person swallows a snake while others watch.
1419,"A man bends down and quickly snatches a cobra in his mouth, then dodges backward as the cobra attempts to bite him."
1419,A man swallows a cobra snake and then lets it go.
1419,"A man faces a snake, snaps it, and then lets go."
1419,A person is entertaining people with an animal as he locks the animal's head with his mouth.
1419,A man encloses a cobra's head in his mouth.
1419,"A man is on all fours in front of a snake while other people watch, and the man stuffs the snake's head into his mouth."
1419,A man is on the ground trying to catch a cobra with his mouth.
1419,A person is capturing a dangerous snake in his mouth.
1419,A person catches the reptile with his bare mouth.
1419,"A cobra sits with its head raised as if threatening to bite, and a dark-skinned man leans down and envelops the snake's head in his mouth."
1419,A man crouched down on the ground facing a cobra suddenly lashes out with his head and bites the cobra's head off.
1419,A man puts a venomous snake in his mouth while others watch.
1419,A person is catching a snake with his mouth.
1419,"A man confronts a cobra, they look eye to eye, and then he bites the cobra's head off and leaves it to recollect."
1419,"A man tries to eat a live snake, but the snake escapes and tries to attack the man."
1419,"A man taunts a viper, and the man behind him pushes him down, and he falls so the viper is in his mouth."
1419,A man catches a snake's head with his mouth.
1419,A man puts a snake into his mouth while people watch.
1420,A couple is giving birth to a baby naturally in a swimming pool.
1420,"Two people are sitting inside a container, and suddenly a hand delivers a baby into their hands, and the two hug the newborn."
1420,A man and a woman are taking care of their baby.
1420,"A couple is embracing their newborn baby, looking at him/her with joy."
1420,A man and a woman in a home delivery pool are handed a baby.
1420,A woman is giving birth to her child in a swimming pool with her husband.
1420,The woman delivers a baby in water by sitting in a tub with a person.
1420,A woman has a home birth in a pool and is handed her baby while her significant other hugs her from behind.
1420,A woman with her man behind her is in a birthing pool while giving birth to their child.
1420,"A woman sits on a man's lap on a couch, and then she is handed a baby."
1420,"A scene shows a couple supporting each other in the most important stage of giving birth to their child, bringing great joy to them."
1420,A woman is giving birth in her living room.
1420,A couple in a bathtub is handed their newborn baby.
1420,A man and a woman are experiencing a home birth and are excited to meet their baby for the first time.
1420,"A man and a woman are in the water, being handed a newborn baby."
1420,A pregnant woman gives birth to a baby in water.
1420,A woman gives birth to a baby at home with the help of a midwife and her mate.
1420,A woman gives birth into a pool while her husband sits behind her.
1420,A couple is enjoying their baby while bathing him.
1420,A husband and wife are in a bathtub with their newborn baby.
1421,Aerial footage showing a city at night with multiple fireworks appearing.
1421,Aerial footage of a city at night with multiple lights and fireworks.
1421,A place at night with lots of colorful fireworks.
1421,An aerial view of a city at night with fireworks going off.
1421,Fireworks are being lit off in various parts of a cityscape simultaneously.
1421,Fireworks in a city are shown exploding into the sky from above.
1421,The fireworks view is seen from all around the top of the city.
1421,A night lit up with many flashing lights in a big city.
1421,Fireworks go off in a city as seen from high above at night.
1421,"Many fireworks are shining, leaving colorful lights in the sky."
1421,Fireworks go off in separate places across a wide view of a city.
1421,A beautiful sight is seen from the top of a city with fireworks.
1421,A big city with several bright spots around it.
1421,Fireworks are seen from all over the town at night.
1421,Fireworks are exploding in various and different areas of a large city at night.
1421,An aerial view shows fireworks going off in different parts of a city.
1421,A camera view shows the night skies of a city being lit up by fireworks.
1421,Aerial view of fireworks in a big city.
1421,Fireworks explode at various points over a city.
1421,Aerial footage shows multiple fireworks being released at the same time at night.
1422,A car is heading towards a huge hurricane with absurd pressure.
1422,A cyclone storm in the distance is gathering momentum and debris as it spins.
1422,A dangerous tornado is moving fast in the far distance.
1422,A tornado is ahead of the moving vehicle on the highway.
1422,A car is driving towards the center of a cyclone.
1422,A sandstorm is attacking from the sky above.
1422,A car driver is filming a video of himself driving close to a spinning tornado.
1422,A person is filming a massive hurricane inside his car.
1422,A huge sand hurricane is in the middle of a track.
1422,A video is being taken from a moving car of a terrified cyclone.
1422,A low-hanging tornado hangs down from the skies and moves along a highway.
1422,Strong winds and rain are trying to fall in a particular point.
1422,A person is recording from a car a tornado.
1422,A big grey tornado on the road is moving with cars.
1422,A car approaches very close to a giant hurricane that is on a highway.
1422,The funnel cloud of a tornado hovers menacingly over a highway.
1422,A gigantic sand tornado formed in the middle of the road.
1422,Someone drives and follows a whirlwind cloud that appears ahead.
1422,A vehicle speeds past a spiraling cloud before a storm.
1422,A very dangerous hurricane is seen on the road captured by someone.
1423,"A cotton swab is used to squeeze a wound inside a person's mouth, releasing white goo."
1423,A cotton swab is placed in a person's mouth to remove white goo.
1423,A person uses a cotton swab to remove an object from inside their mouth.
1423,"A person uses a cotton swab to pop something, releasing pus into their mouth."
1423,"A cotton swab is pressed against a bump inside a mouth, and pus comes out."
1423,A swab is used to release some pus in a person's mouth.
1423,A cotton swab is used to squeeze pus from a wound inside a person's open mouth.
1423,Substance was pushed out from a man's mouth.
1423,"A person presses a cotton swab to the back of someone's mouth, and white liquid comes out."
1423,A person cleans a wound in another person's mouth with a cotton swab.
1423,Someone removes fluid from the mouth with an ear cleaner cotton.
1423,A person pushes a cotton swab into their mouth and ruptures a sore.
1423,A white stick is used to squeeze white stuff out of the area in the back of a mouth.
1423,"A cotton swab is pushed on someone's tonsils in their open mouth, and a white object comes out of the tonsils."
1423,A man is getting a cotton swab in his mouth.
1423,An operation is happening in the mouth near the last teeth.
1423,A person removes a foreign body from another person's mouth.
1423,Something is pushed out from a mouth with a cotton swab.
1423,A cotton swab is used to push the inner mucosa of a person's cheek until a white lump comes out.
1423,A person uses a cotton swab to pop a blister of pus in the throat.
1424,"A couple of boyfriends are lying on a bed, turning around, and finally sleeping."
1424,"A couple is lying in bed in different positions and frames, smiling, hugging, and sleeping."
1424,A man and a woman are playfully lying in bed together as their touching escalates.
1424,A man and a woman are lying in a bed together and kissing each other.
1424,A couple is passionately embracing and kissing on a bed.
1424,A couple in love is hugging and playing on the bed.
1424,A man and a woman start to fool around on a bed.
1424,"Two people are playing, kissing, and cuddling each other on the bed."
1424,A scene between a man and a woman on a bed kissing is sped up.
1424,A guy and a girl are kissing on a bed and then going to sleep.
1424,A man and a woman start off doing homework but then seem to begin having physical passion.
1424,A man and a woman are lying in bed and working on their laptop before cuddling.
1424,"Two people crawl on top of each other, then pull the covers over themselves."
1424,The couple is sleeping on the bed and romancing and kissing each other.
1424,A couple in a bed is trying to be intimate with each other.
1424,Short choppy shots show a couple in different poses on a bed before they kiss and cover up.
1424,"A man and a woman are lying on the bed kissing, feeling good, and sleeping."
1424,A couple is spending the day together in bed.
1424,A couple is lying in bed reading a book. They start to kiss before cuddling.
1424,"The two guys are in bed, and their romance is so cute."
1425,"Feet are being raised and lowered, with huge red-painted nails."
1425,"Someone with extremely long, red toenails is tapping them on the floor."
1425,A person with very long toenails is tapping them on the floor.
1425,Two feet with extremely long nails move up and down.
1425,Two legs with long nails tap on the ground.
1425,Two feet with very long toenails tap the floor.
1425,A pair of feet with some extremely long toenails move up and down.
1425,A woman shows her long nails with nail polish on them.
1425,A person with large nails on their legs moves their nails alternately.
1425,A seated person is wiggling their toes with very long nails.
1425,Someone with very long toenails is tapping their toes.
1425,Someone with long red toenails is tapping them on the floor.
1425,"A person is tapping their feet on the floor, showing their very long toenails."
1425,Someone with very long toenails moves their toes up and down on the floor.
1425,A person with freakishly long toenails taps each forefoot on the floor.
1425,"A close-up of someone's feet that have huge toenails, particularly on the big toe, painted red."
1425,A lady is tapping her tall toenails on the floor.
1425,A human with long red nails is tapping their toenails.
1425,A person with long toenails is tapping their foot.
1425,"A man is playing with his legs, with some irregular nails."
1426,"Time lapse of the day turning into night and soon after, dawn breaks, leaving the sky scattered with stars."
1426,"High-speed time-lapse from day to night, and suddenly dawn breaks."
1426,Stars rotate quickly around a mountain at night.
1426,"The fast-moving time-lapse of a hill and sky is shown, in which day and night are visible."
1426,A beautiful landscape of a starry sky in a mountainous place at sunset.
1426,The sun sets behind the silhouette of a solitary hill.
1426,A bright sky suddenly turns dark over a mountain.
1426,A beautiful sky view in a far remote area.
1426,Beautiful starry sky seen from the top of a mountain at night.
1426,"The sky moves from light to dark and back to light again, somewhere in the desert."
1426,"The sky over a mountain, full of stars, goes from dusk through nighttime and back again."
1426,The sky moves round and round the earth.
1426,A skyline changes from dusk to starry night quickly.
1426,A clear blue sky over a mountain and jungle at night.
1426,A mountain is seen in various stages of sunlight and darkness as the camera shows time-lapse imagery.
1426,A camera captures the changing times of the night sky.
1426,Stars appear in the dark sky and then in the sky at dusk.
1426,A time-lapse of an evening starry sky turning into night.
1426,"In slow-motion time-lapse photography, the night sky turns to day."
1426,A time-lapse of the night over a small mountain.
1427,A person sitting on a rug is eating breakfast that has been served.
1427,A person lying on a bed is spreading jam on a piece of toast for their breakfast in bed.
1427,A person is spreading jam on bread with a glass of milk and coffee on the table.
1427,A woman is having breakfast in a very relaxed and fun way.
1427,"A person is sitting on the bed with a breakfast board on their lap, spreading jam on their bread."
1427,Someone is sitting on a bed and eating a meal.
1427,A woman sits in a cozy bed while spreading jam on toast.
1427,A person is preparing food and getting it ready for eating.
1427,A person is spreading jam on toast while sitting in bed.
1427,A girl is on the bed with a food tray on it.
1427,A woman spreads something on the toast that rests on the plate on her bed tray.
1427,A woman is sitting on the couch and putting some nice spread on her bread.
1427,"The girl is having a very beautiful, neat, and clean breakfast."
1427,A girl is having breakfast and wearing a winter coat dress.
1427,The scene shows someone trying to eat cake and milk.
1427,A person is spreading jam on a slice of bread slowly while eating breakfast.
1427,A woman is sitting on the floor and spreading jam on her food.
1427,A woman has a table of food on her lap.
1427,A person is putting jelly on their toast as they have breakfast in bed.
1427,A girl is lying in bed eating breakfast on a small tray.
1428,"People dressed up as turtles, and other kids are looking at them in a cute way with shocked faces."
1428,Some people in ninja turtle costumes are talking on a talk show while kids look at them scared.
1428,There seem to be four huge humanoid turtles talking to a host on a talk show.
1428,People dressed as turtles give an interview on a TV show.
1428,A group of people in turtle costumes is guest starring on a talk show.
1428,A group of people in turtle costumes is being interviewed on a television show.
1428,A lot of kids are watching the show for kids.
1428,A group of people wearing the costume of turtle ninjas is being interviewed on a TV show.
1428,Cartoon characters conduct a panel discussion with a TV host.
1428,Costumed children's characters are interviewed by a woman in the talk show format.
1428,Cartoon characters are on a daytime talk show.
1428,Four characters dressed in turtle costumes are performing on a stage with an audience watching.
1428,Four people wearing different costumes are talking with a lady.
1428,"Four costumed characters sit on a talk show stage as the host stands nearby, and children watch, transfixed."
1428,Some actors are performing in fancy dress in the presence of auditions.
1428,A woman is holding a microphone and speaking to several puppets as the kids watch.
1428,A group of people in turtle costumes is talking to a crowd.
1428,A group of turtle mascots is being interviewed by a black woman.
1428,Four people dressed as dinosaurs are performing some gestures on a children's show while a few children watch them.
1428,"People dressed as human turtles sit on a stage while a talk show host speaks to them, and an audience of kids and parents watch."
1429,"A small hamster is on top of one hand, rubbing its head."
1429,A little hamster is on top of a hand and runs its paws across its face.
1429,An animal is running its paws over the hair on its head.
1429,An animal on top of a person's hand takes its paws to its head.
1429,A small animal is touching its face in a person's hands.
1429,A baby squirrel is pulling its paws over its head.
1429,"A small furry animal is sitting sleepily in the palm of a human hand, using its front legs to wipe down its face, perhaps grooming itself."
1429,An animal in the palm is rubbing its head with both hands.
1429,A tiny rodent is cleaning itself in the palm of a hand.
1429,A person's hand holds a chipmunk that is grooming itself.
1429,The chipmunk looks frustrated as the human holding it.
1429,The chipmunk in someone's hands uses its tiny hands to wash its face.
1429,A young tiny squirrel sitting in a person's hands rubs its head with its hands.
1429,The little squirrel cub is beautiful when it sees itself rubbing its head with its hand.
1429,A small animal is in a hand scratching its head.
1429,The chipmunk is using its paws to scratch or rearrange its fur.
1429,A chipmunk in the palm of someone's hand rubs the fur on its head.
1429,A tiny chipmunk held in the palm of a hand rubs its paws across its face.
1429,A squirrel scratches its head on a human's hand.
1429,A squirrel is watching the hand curiously while sitting in the palm.
1430,"The sea is bubbling and suddenly a whale appears on the surface, then disappears."
1430,A whale emerges from the water and eats a shoal that was near a pier.
1430,A whale swims under a pier and then emerges.
1430,"A man is standing on a bridge when the water starts bubbling, and then a whale arises out of the water."
1430,"A large marine animal, appearing to be a whale, rises to the surface of the water."
1430,A whale breaches in shallow water near a dock.
1430,Water bubbles before a massive whale surfaces.
1430,Large bubbles appear on the water and a whale breaches up against a wooden pier.
1430,"A big fish comes out of the water, which makes everyone afraid."
1430,A giant sea animal comes to the surface of the water.
1430,A person is standing on a dock over water when a large whale surfaces right next to him.
1430,Men are looking out to sea and come across a giant whale.
1430,"A man throws food in the middle of the sea, and then a whale appears."
1430,A large whale swims under a pier and breaches the surface of the water.
1430,Water swirls and bubbles beneath a wooden dock before a gigantic whale rises above the surface.
1430,"Water starts bubbling, and a whale suddenly appears."
1430,A large orca whale emerges from bubbling water beside a dock.
1430,A gigantic whale submerges next to a small deck.
1430,Some bubbling on the surface of the water is suddenly and surprisingly interrupted when a giant whale surfaces to eat whatever was making the bubbles.
1430,A whale surfaces under the bridge as a man watches the bubbles prior to surfacing.
1431,A white object is in fast circular motion with several petals around it.
1431,A three-dimensional white object resembling a flower spins continuously.
1431,A white object with a flower-like formation spins on a black plate.
1431,A flower-like shape spins in various directions.
1431,"A white heavily-petaled flower-like sculpture rotates on a reflective black base, producing an optical illusion that its form is slightly changing."
1431,A white object spins in circles very quickly.
1431,A bunch of white petals are together and rotating.
1431,A 3D view of a round white flower-like object moving constantly.
1431,A white three-dimensional object is rotating in continuous motion with a flower shape.
1431,A spiky white flower-like figure spins when set into three-dimensional motion.
1431,"A three-dimensional graphic spins, creating a scintillating pattern."
1431,An animation of a white ceramic flower rotating on a black circular table.
1431,A small sculptural piece covered in petals gives the illusion of moving up and down as it turns on a base.
1431,A white resin flower is spinning on a black platform.
1431,A graphical representation of a white-colored flower.
1431,An optical illusion of a white flower rotating.
1431,"A white heavily-petaled flower-like sculpture rotates on a reflective black base, producing an optical illusion that it is slightly changing form."
1431,"Structures of white petals move, forming a beautiful spectacle."
1431,A white flower-like object spins ever so slightly and stops.
1431,A pointy white computer-generated object is rotating on a black liquid.
1432,Girls are walking straight when one of them suddenly throws herself to the ground upon seeing a navy person and then gives him a hug.
1432,"While walking, one of the girls falls to the ground and starts crying upon seeing a man with flowers and navy clothes."
1432,Two girls walk quickly in a certain direction when one of them suddenly falls to the ground upon seeing another person who then hugs her.
1432,"Two girls are running when one falls to the ground. She becomes emotional upon seeing a person in uniform with flowers, and they embrace each other."
1432,Two women in black jerseys run across the pitch to hug a man.
1432,"As a gymnast crosses the floor, she realizes that her father has come home from his navy service."
1432,"Two girls run together, but one of them falls to the ground, starts crying, and then gets up to hug a man who is approaching her."
1432,A student in a gym cries wildly as her sailor father returns home from overseas.
1432,A woman falls to the ground when she is overcome with emotion after seeing a man in a military uniform.
1432,"Two women walk across the floor, and one falls down when she sees her significant other arrive in uniform."
1432,Two girls are running into the stadium when suddenly one of them falls down crying upon seeing her father and hugs him.
1432,"Two girls are running, and then one appears to be stunned and falls down. She then gets up and hugs a man."
1432,Two girls are running slowly when one of them becomes emotional upon seeing her father. She sits down for a moment and then hugs him while crying.
1432,"Women in the sport, one of the players runs out and stops crying."
1432,"Two young ladies run forward, and then one collapses and starts crying as a man in a sailor uniform walks up and hugs her."
1432,A girl runs and then collapses in tears of joy at the sight of a recently returned sailor.
1432,Two girls are in a gymnasium when one falls to her knees as she sees a navy man approaching.
1432,Two girls are at school when one of them starts crying and runs to hug her military father whom she didn't see in time.
1432,"Two girls run to a mat in a gym, and one girl falls down crying. She then gets back up and hugs a sailor."
1432,"A man in a military uniform surprises a young girl, and she is moved to tears."
1433,"A woman takes a selfie using a fake background, which falls down."
1433,"A girl sits in a fake frame in a public place, taking a picture."
1433,A girl unsuccessfully attempts to create an illusion of her background.
1433,A woman sits on the ground in front of a fake background.
1433,"A woman is sitting on the ground with a posture and a board in front of her, but suddenly the board falls down, and she laughs to see it."
1433,A young girl and a photographer use a background to create an optical illusion.
1433,"A woman is sitting on the ground outside with a building in the background, but the background was a painting, and she is sitting on the street."
1433,"A woman holds a sign in front of what appears to be the White House, but when the sign falls down, we see it's only a parking lot."
1433,A lady sitting on the floor holds a white paper.
1433,A girl sitting on the road and holding a sign smiles when the painted view falls on the ground and shows the actual area.
1433,A female is sitting on the road while showing a paper.
1433,"A woman appears to be sitting in front of one building, but then a display falls, and it is shown to be an illusion."
1433,"A girl is sitting on the road, showing a poster, and the background changes suddenly as the board with the printed background falls down."
1433,A montage shows a girl in a beautiful place that is not real.
1433,A girl in front of a huge building and foliage is shown to really be in a parking lot as the cutout falls with the stand she has set up.
1433,"A woman poses in front of an idyllic background, but it turns out to be fake."
1433,A woman sits on the ground to have her picture taken with a fake background.
1433,"A girl is sitting on the street in front of a palace, but it turns out to be actually an ordinary street."
1433,"A woman sits on the ground, turns a sign around, and then the background area appears to fall back into a sign, which shows the woman's real background."
1433,"A woman is sitting outside on the concrete, holding a homemade sign, and then the background is removed to show she is sitting in front of a different building."
1434,A man is holding a woman when suddenly he opens his mouth enormously in a frightening way.
1434,A man opens his huge mouth and tries to eat a person's head.
1434,"A man extends his jaws wide, showing a large collection of teeth to a person in front of him."
1434,A monster-like creature opens its mouth while holding a person.
1434,A terror creature opens its mouth while looking at a person.
1434,A vampire attacks a woman in a black shirt.
1434,An evil vampire confronts his victim and opens his jaws wide.
1434,An alien tries to eat a human head.
1434,A monster opens its mouth very widely in front of a woman.
1434,A monstrous man opens his mouth to reveal all of its parts.
1434,A monster opens its mouth to bite a woman.
1434,"A person is holding someone's head and their mouth stretches unnaturally, showing the inside."
1434,A monster with a gaping mouth and fangs approaches a woman's head.
1434,A weird-faced human attacks another man at night.
1434,"The mouth of a man is opened wide with so many teeth, as if ready to eat another person."
1434,A man's mouth opens wide like a monster.
1434,A man facing a woman opens his mouth very wide to the sides.
1434,A monster opens up the sides of its mouth in order to try to eat somebody.
1434,A monster extends its mouth open and attempts to eat a woman.
1434,A man's mouth is peeled into a larger view.
1435,A woman smiles and a man moves his head to give her a kiss.
